"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"REMIND 1.7","CEMICS-2.0-CDR20","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10611.2582,12185.6221,13124.6754,10425.66,6935.472,3748.033,1962.818,1135.463,633.7823,403.1523,214.3657,"",1.3236,"",2.7049,"",1.5442,"",0.4299
"WITCH 5.0","EN_NPi2020_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,9821.98270920827,5913.318269495277,3276.181695648052,1381.118384350289,462.2360242931862,-260.5586795301095,-860.345994103856,-1634.79202610396,-2528.101958623435,-3452.47993925076,-4660.922990829698,-5801.399874793851,-6890.100199083896,-8436.920815374675,-10133.2546658792,-12335.14076718679
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386187482,10988.3299057505,11692.1746687916,"",11429.9518038491,"",9397.463313838309,"",6927.2195862811,"",5241.7906755032,"",1133.41517547206,"",-424.365733511133,"",-327.493487606478,"",-328.466689380762,"",-134.807251457123
"REMIND 2.1","LeastTotalCost_LTC_brkLR15_SSP5_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.1746,11481.2566,11487.6783,8591.4883,6935.2408,5543.8221,2516.7094,99.651,-1369.4948,-2404.5299,-2778.0338,"",-2935.1666,"",-2487.6174,"",-1779.1349,"",-1418.9012
"GCAM-PR 5.3","PR_NDC_PriceOnly","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.71336,11696.26725,12649.71472,12651.3945,12226.18257,11741.20772,11038.07011,10809.50488,9384.161944,7634.439753,7330.597839,7189.612444,7300.281823,7225.531293,6795.590955,6157.365373,5615.352881,4949.744653,4285.635932,3383.601535
"REMIND-MAgPIE 1.7-3.0","PEP_2C_full_netzero","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12392.8,10953.47,9018.671,5881.590999999999,3241.779,1583.592,654.2347,264.3225,9.3608,"",-160.1467,"",-198.2358,"",-199.8463,"",-155.365
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.0373,10823.1311,11868.3942,13381.6758,9435.8733,3510.6443,1224.9377,529.2707,-180.0912,-750.4399,-1186.4499,-1497.4002,"",-1962.4723,"",-2254.8531,"",-2594.1315,"",-2908.8644
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_900_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,6249.711073514037,4288.183297591368,3470.93646419828,2693.264943879405,1642.248846779788,674.6215507866679,217.6765182456575,131.4893456603085,"",-23.42283525569185,"",-186.7863484942307,"",-154.3756594044955,"",-306.2537658821965
"WITCH-GLOBIOM 4.4","CD-LINKS_INDC2030i_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10355.5745503617,11488.1872339351,12106.6669927793,11098.5365335041,10810.7112413546,10019.2097466711,6752.764171602329,2222.96696805469,441.379394751765,-959.725518261068,"",-3240.65623687375,"",-6421.25933765825,"",-9181.08092094192,"",-10178.6035723192,"",-10590.2241635804
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_netzero","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12392.8,10953.47,9018.671,5400.627,2538.791,448.1121,-704.7924,-1208.711,-1507.826,"",-1665.83,"",-1416.892,"",-802.7945,"",-306.0079
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_WB2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11094.5180101,11679.0041455,"",11198.4855238,"",6525.8421859,"",3186.7338199,"",695.2590051,"",391.0402397,"",15.5676439,"",-171.2756164,"",-54.36649209999999,"",0.0795245
"REMIND-MAgPIE 2.1-4.2","SusDev_SDP-NPi","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.2791,11552.9799,11863.7603,12070.7017,12298.6052,11824.8195,10679.8425,9255.5633,7668.2712,5832.4493,4228.954,"",2383.719,"",1353.8377,"",945.6032,"",776.6636
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_nofuel","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",7616.235594023809,"",4806.99302070576,"",1147.21989489111,"",-2939.19133173259,"",-2583.48122469612,"",-1868.92481520722,"",-1052.53824641564,"",-1875.93301554365
"COFFEE 1.1","EN_INDCi2030_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,2722.23153921,2113.03114266,1492.97361141,646.39636236,"",-790.0932500700001,"",-969.63246757,"",-1013.55618786,"",-1403.70268743,"",-1486.11176693
"GCAM 5.3","NGFS2_Delayed Transition","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11696.26911,12649.69478,12775.14745,13676.37485,14245.20532,6910.778679,3230.397397,-464.1882437,-2053.952578,-2698.442323,-2804.812294,-2395.026935,-1887.670567,-1491.044966,-1181.38157,-996.14355,-1199.038505,-1603.300832,-1900.683827
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,5598.1848,2072.6977,1190.4617,819.7828,512.452,346.631,"",-47.27,"",-310.5129,"",-398.7915,"",-431.6646
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,8476.79704682263,6541.347670015796,5550.44217123667,4778.417132080605,4357.040603185905,3000.360877654362,1268.349632747535,354.2138935766796,"",-57.74376561939721,"",-102.8006417457169,"",-104.5956823002699,"",-48.54840493553105
"WITCH 5.0","EN_NPi2020_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,10910.27688726726,7496.474264850882,4260.324798517784,2298.895343540889,819.5179156198233,131.0514289544521,-409.3927103496421,-908.8814353768536,-1630.644708943087,-2442.733106019788,-3447.358873560292,-4825.03172291713,-6260.728760828669,-7500.939960170819,-9067.357952522692,-10598.59513327538
"TIAM-ECN 1.1","EN_INDCi2030_900f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",-213.1460026721056,"",-2844.010549497637,"",-2969.990176812905,"",-2431.374833641963,"",-1834.323588397388,"",-1880.79290752318,"",-858.1383773000537
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_limbio","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",3827.40071352929,"",662.219427778853,"",-210.59502021196,"",-496.169886658192,"",-48.8968234260213,"",35.0600916547393,"",-4.353368766505349,"",-3.93662199096856
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600f_DR10p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13279.31692947179,10352.74498431246,8367.530956907342,6288.462036431893,5213.628390196806,3621.00817232445,1692.791613277248,82.32954897637332,-146.7635952904234,"",-324.1858796974661,"",-164.7511848564532,"",-20.01070056754447,"",-23.5442493244658
"MESSAGE-GLOBIOM 1.0","EMF33_Med2C_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",5199.7606850803,"",1648.02501063971,"",27.5893385091439,"",-570.6051461594819,"",-486.646359161729,"",-192.800546032782,"",-102.363435994179,"",-0.055937200030495
"GCAM 5.3","R_MAC_50_n8","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.2272434034,11501.8005241995,6498.21179202557,1438.39590319659,-1895.46529302109,-3542.27464319438,-4893.26203430473,-5073.1807602296,-5063.66201546592,-5245.17949262641,-5567.52598939806,-6078.17079187655,-6097.74980591045,-5673.5497956017,-5214.80444381159,-5003.44181339385,-5313.95245585982
"IMAGE 3.2","SSP2_SPA2_34I_D","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.997059079717,10866.33896926483,11792.2529390247,13106.09642783738,12733.69185245562,12660.64794973394,12669.12857806621,11980.9064876004,9929.827929445804,7212.182999312879,5185.040514145785,4626.013160172439,3520.042976063616,1644.851674785737,-374.9262094838523,-2037.760536061207,-3299.844960671639,-3779.919028625794,-3353.146553344382,-2900.543173417881
"POLES EMF33","EMF33_Med2C_cost100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8444.3251953125,10222.365234375,11611.9169921875,"",13163.98828125,"",9297.31640625,"",7614.65185546875,"",2789.32568359375,"",-2743.078125,"",-5220.876953125,"",-5461.28271484375,"",-4448.25244140625,"",-4336.64208984375
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1600f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,7713.369418109196,6871.923953398667,6378.530438776801,5845.30569303381,5220.914867565818,4284.827336907299,"",314.5567837029442,"",-165.503713391343,"",-291.5203640936442,"",-149.1280565179521
"COFFEE 1.1","EN_NPi2020_500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10500.297371,5782.728613500001,1761.284048,929.282966,-312.171939,-419.527789,"",-534.1817760000001,"",-266.179317,"",121.64359,"",381.0730249999999,"",411.2052479999999
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_2500f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,9773.72160432951,9837.806167121596,9650.460551667526,9015.548784364735,8478.182209222816,8490.443419833486,9138.221483889363,9805.50978593521,"",9279.191487074666,"",6205.48816206275,"",323.672966589741,"",58.67278749060786
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_700","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,6343.230175127168,3209.409058213809,1426.997740123159,451.6380251792291,57.78974623199011,-3.726950815284582,-28.1601199682823,-56.95966541615564,"",-78.98513478224756,"",-148.4421883674851,"",-134.922911080354,"",-408.5188567801756
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,10344.3553,6936.395,3137.3287,1768.4476,1366.3383,1095.7512,876.3043,766.7542,"",689.3063,"",460.2748,"",86.0505,"",-259.7931
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,5538.4385,1988.6539,1087.9847,683.3613,341.4905,141.5551,"",-240.7985,"",-426.8334,"",-439.0038,"",-441.3806
"REMIND-MAgPIE 2.1-4.2","NGFS2_Below 2°C - IPD-median","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10801.7075,11745.9625,13015.3657,10807.405,6684.2657,3449.7411,1918.8382,1357.951,1015.0446,790.4432,638.2336,"",324.7014,"",245.1,"",115.955,"",-66.5327
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11467.2136,9739.4911,5992.0368,3278.9569,2091.1079,1593.5341,1171.7186,986.7932,"",1043.303,"",1146.8714,"",1216.5069,"",1168.7818
"AIM/Hub-Global 2.0","WB2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10910.8883,11788.103,13413.085,11763.5856,7145.285099999999,4760.411599999999,3223.9146,1181.231,748.9551000000001,389.8306999999999,-204.6708,-1073.1825,-1672.9331,-2574.0992,-3630.765700000001,-5240.0666,-6951.9279,-7106.289699999999,-7248.6556
"GCAM 5.3","R_MAC_30_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7134056519,11696.2661122407,12649.7136644779,14259.2281506158,3028.96809881027,-4025.77378142778,-3890.40258381521,-4295.64115928902,-4035.2061779306,-3600.46673325966,-3623.52751333418,-4337.48929317594,-4843.7567511223,-5031.95050804541,-5002.4743828622,-4572.01348965665,-4083.92456214554,-3637.52742553368,-3576.59335647304,-3723.98140501539
"REMIND-MAgPIE 1.7-3.0","CO_2Deg2030","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12876.5286,12904.33,12660.57,9376.229,5508.08,2137.008,548.7211,116.5549,-189.6562,"",-407.8281,"",-402.8508,"",-275.6147,"",-204.5434
"REMIND-MAgPIE 1.7-3.0","EMF33_WB2C_cost100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,12508.6968,8332.4442,4294.1287,1468.5795,914.9864,626.6456999999999,460.6486,285.7061,"",-270.3613,"",-920.7172999999998,"",-1270.2215,"",-1386.7467
"COFFEE 1.1","EN_INDCi2030_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,4489.277237,4326.416568000001,3976.994869,2589.117711,"",384.6286820000001,"",-827.717535,"",-731.6736060000001,"",-441.8434340000001,"",69.0566970000001
"POLES ENGAGE","EN_NPi2020_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,11362.55078125,7878.83203125,5004.18505859375,3226.71826171875,1797.486694335938,1069.72509765625,"",-52.5432014465332,"",-654.2901611328125,"",-1152.8740234375,"",-1523.201171875,"",-1587.433837890625
"IMAGE 3.0.1","ADVANCE_2030_Med2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.8555170695,11212.5201225281,12320.8685715993,12553.9551575979,12756.2305132548,12493.2278792063,10830.9993743896,8849.00458653768,6800.779422124228,4925.35285154978,350.9895354509349,-1698.89863332113,-3213.832497596741,-3656.528989473979,-3899.954756100969,-4625.12234846751,-5048.53439331055,-5256.023486455279,-5152.66402562459,-4808.73437722524
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10375.3459,11544.875,12481.8803,9651.713,6430.056,3426.573,1690.238,924.1435,579.9039,407.6146,273.0325,"",102.0247,"",-38.6766,"",-95.9861,"",-83.4686
"REMIND 2.1","LeastTotalCost_LTC_brkLR15_SSP2_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.1746,11481.2566,11487.6783,8016.7899,5104.6037,3113.2055,1771.2995,1359.0458,1180.9959,981.5447,897.5233,"",927.0781,"",917.4267,"",705.6171,"",196.529
"COFFEE 1.1","EN_NPi2020_700","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,6599.813441999999,1780.2410555,5.208445999999981,-382.222329,-511.705385,-423.8214870000001,"",-184.527623,"",-388.3086470000001,"",-755.7866539999999,"",-1121.822809,"",-1365.954566
"COFFEE 1.1","EN_INDCi2030_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,4679.731196,4601.712369,4312.253907,3095.667103,"",1501.793883,"",-830.628487,"",-1204.127962,"",-1153.601173,"",-1406.977337
"WITCH 5.0","EN_INDCi2030_3000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,12912.01490269186,10947.1298775219,8946.945216842223,6827.799561050533,5437.204035397088,4838.016231213365,4320.913416405365,3709.051752053138,3504.212860766408,3308.094849743228,3197.398369362527,3048.32896546427,2986.338534895623,2851.396196047345
"REMIND 2.1","TechCost-SSP2-B1100-nucH","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10745.8533,11459.7075,11524.1973,9334.3217,6464.7902,3308.5534,1672.7387,1084.7899,931.3767,913.1511,943.7298,"",893.588,"",808.1396,"",717.8745,"",620.1758
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10801.7038,11756.6817,13050.4972,9464.5633,4148.4743,1677.123,1061.948,691.1731,432.9641,183.7912,1.2019,"",-292.4035,"",-327.5642,"",-353.5061,"",-423.9155
"REMIND-MAgPIE 1.7-3.0","SMP_2C_lifesty","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10612.1535,11880.992,11853.8097,10003.34,7334.691,4402.933,2655.467,1513.466,1079.087,888.0957,784.1825,"",506.6891,"",162.0152,"",-351.6392,"",-697.1285
"COFFEE 1.1","EN_INDCi2030_2500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5640.052441,5689.120417,5459.903315999999,4375.525354,"",4685.402548999999,"",2268.327408,"",64.314694,"",-865.715854,"",-1392.679911
"REMIND 2.1","R2p1_SSP2-PkBudg1100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,11042.9875,11579.018,11648.6893,9537.2685,6796.7744,3673.6237,1887.9332,1147.2194,831.4616,585.0215,456.7426,"",238.7952,"",-22.4404,"",-309.3449,"",-593.7205
"POLES ENGAGE","EN_INDCi2030_600f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11727.435546875,12776.2626953125,12181.87890625,4337.2421875,2282.265625,1759.200073242188,952.8030395507812,"",-193.5093841552734,"",-981.391845703125,"",-1724.91455078125,"",-1915.790405273437,"",-1899.88232421875
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_INDC2030i_400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10375.3459,11544.875,12481.8803,12278.81,12088.48,7908.550999999998,3603.857,-412.6012,-2203.285,-2737.966,-2900.762,"",-2840.097,"",-2196.091,"",-1004.073,"",-181.5686
"MESSAGE-GLOBIOM 1.0","ADVANCE_2020_Med2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11095.7839423,11679.1246774,"",11199.7958873,"",9371.02274,"",7495.352235400002,"",4373.3509738,"",978.5670068,"",518.9452863,"",295.5767001000001,"",-38.2434325,"",-118.6582955
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,6521.164459436039,3948.410551551652,2792.543416268109,1418.774590905756,447.8731442159098,100.2818194041723,57.46948949050805,44.04493873390694,"",-56.07541635572807,"",-179.7675438176145,"",-155.3966171398741,"",-386.0540684340272
"TIAM-ECN 1.1","EN_INDCi2030_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",2497.699394077137,"",91.33703228736356,"",-2198.083642395756,"",-2953.961113252208,"",-2866.154995264704,"",-2422.246681872755,"",-1592.97486584826
"POLES ENGAGE","EN_INDCi2030_900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,3090.77197265625,1794.868896484375,1365.632446289062,1463.335205078125,"",3444.4326171875,"",1545.244262695312,"",454.0054321289063,"",474.3174438476562,"",698.9105224609375
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_800f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,4016.336683946417,2235.48254052936,838.9693470490404,187.3270372821777,6.830450120757259,-67.28422449920981,"",-127.8473019241835,"",-111.3534528643086,"",-100.3869862537266,"",-22.46345120826327
"POLES GECO2019","CO_2Deg2020","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12928.6220703125,12875.7080078125,9581.9365234375,6347.4599609375,4269.61962890625,2513.72802734375,1591.511474609375,"",198.1599578857422,"",-906.1030883789062,"",-1428.233032226562,"",-1576.463134765625,"",-1580.770263671875
"POLES ENGAGE","EN_INDCi2030_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,4941.54345703125,2825.397705078125,2215.381103515625,1357.988647460938,"",53.97146987915039,"",-767.6507568359375,"",-1222.942016601562,"",-1676.504272460938,"",-1955.574340820312
"REMIND-MAgPIE 2.1-4.2","SusDev_SSP2-PkBudg900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.2791,11552.9799,11863.7603,8089.2076,3498.7864,1151.7556,619.5816,115.0909,-274.2902,-485.7854,-568.9763,"",-644.5682,"",-664.0463,"",-751.988,"",-873.3409
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000_DR2p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13070.87423099472,6678.002031516105,4076.134818513692,2750.292261614747,1943.085815901888,1288.710332412669,730.3498237821077,252.3993577591714,119.8118556579974,"",-33.41603955353929,"",-275.6231220861964,"",-224.6656722139523,"",-372.4258340485781
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000_DR3p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13072.2130480934,6671.546290855506,4451.835908957581,3307.545912073667,2457.630273352035,1578.789779356479,844.5726452584065,244.4050336291267,117.1971771110926,"",-56.12258615174605,"",-272.0134634364157,"",-219.2479764500586,"",-251.7623449658222
"REMIND 2.1","CEMICS_opt_2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.9857,11483.3369,11488.5097,10634.1832,8664.5001,4848.3594,2895.728,1621.2308,947.1348,670.3054,575.6521,"",430.4564,"",487.9271,"",706.1826,"",966.1336
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1800f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,9034.15831469334,8581.949025888374,8368.45789552891,7725.293803124247,7354.208592877297,7090.921788611076,7211.394562153526,6786.176634433034,"",3510.364799241354,"",397.7453761786953,"",-29.76836457417811,"",-170.9787574624634
"COFFEE 1.1","EN_INDCi2030_500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,1851.10265955,771.6133634,-373.56627145,-570.1395847499999,"",-673.2374891,"",-367.22492735,"",90.63000009999996,"",358.3004972499999,"",389.53981415
"AIM/CGE 2.2","EN_NPi2020_500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,12829.7968,9071.2924,6729.6761,3992.2918,1204.2442,2.6785,-2821.1107,-5614.1688,-7736.0394,-9261.282,-10074,-10755,-11193,-11644,-12091,-12543
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg1100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.0373,10823.1311,11868.3942,13381.6758,11088.5043,6527.2637,3033.5526,1605.0171,1113.319,669.0519,332.9395,154.4767,"",-170.0388,"",-280.779,"",-469.4494,"",-771.4141
"AIM/CGE 2.1","CD-LINKS_INDC2030i_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9783.3702,10859.1148,12144.438,13728.8751,13629.8473,13095.5564,7578.7475,5098.818,3013.43,1916.1046,796.5867,-974.1828,-2352.4594,-2392.1415,-2361.2417,-2228.2312,-2134.9796,-2557.7672,-3112.0958,-4348.8376
"MESSAGEix-GLOBIOM 1.0","CD-LINKS_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386187482,10988.3299057505,11692.1746687916,"",11429.9518038491,"",6821.15943000347,"",3988.90538648086,"",169.36972873311,"",-408.6960029147641,"",-439.900978774212,"",-188.229032451521,"",-57.3224188669658,"",10.2270320962923
"GCAM 5.3","R_MAC_70_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.227065482,13325.1765973913,11465.5486853831,8716.83461006744,5917.19082356719,3212.56961789604,1065.82689180155,-578.284749389047,-1779.5115764587,-2690.16483137058,-3408.11086446622,-3467.22983851806,-3292.246342699,-3161.06297752257,-3255.34385973407,-3503.60888787358,-3861.90334485703
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,9452.588169888735,7960.623259298457,6864.87164730989,6392.283743011578,6427.442464894804,5796.060758149546,5063.004246188169,3911.099599391593,"",325.4246984184217,"",47.63706452165364,"",18.42079315834389,"",-44.58136113914404
"POLES ENGAGE","EN_NPi2020_1000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11848.865234375,13250.0849609375,11643.7431640625,8797.2421875,6289.84033203125,4201.31201171875,2819.301513671875,"",1268.874877929688,"",-243.7926025390625,"",-981.7169799804688,"",-1586.91162109375,"",-1780.412841796875
"GCAM 5.3","R_MAC_75_n8","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.2270713808,13196.2775535337,11054.5352513976,8029.95283348292,5014.08952439078,2197.28662059263,152.11457196229,-1282.4798508065,-2369.22916608306,-3316.0644747906,-4178.54358756939,-5008.04274072213,-4688.75543983971,-4241.31389264558,-4461.89711582516,-4864.04610346973,-5309.61025510765
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_700f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11809.65358227905,10804.14610403293,4251.414857184992,1337.670960087162,103.9620331699133,28.10229253592586,-97.58560915551764,-137.8809456813328,"",-172.3100116714697,"",-46.45937910705713,"",-29.25093335105224,"",-9.59223874744328
