"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IMAGE 3.2","SSP1_SPA1_19I_RE_LB","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.439232083723,10863.44973345015,11789.58749878296,13129.24091140577,11005.07823726247,3130.874932096911,-195.0601066329582,-859.9367291517005,-910.9961590005628,-844.3541428220954,-961.2643818934432,-1033.536146178425,-945.3950028484217,-854.8074067416044,-557.6754560580194,-703.711410427489,-871.4229167299924,-710.7609709750049,-696.4136859414282,-531.5471590048502
"IMAGE 3.0","EN_NPi2020_3000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.24125226339,12902.72482236226,13406.83658917745,13645.75672149658,13518.27804247538,13727.16760635376,13763.65065574646,14478.80864143372,15036.00978851318,"",16118.58240763346,"",14975.75283050537,"",10354.86117998759,"",4697.990099589029,"",3212.683359781901
"COFFEE 1.1","EN_INDCi2030_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5640.052441,5689.120417,5459.903315999999,4375.525354,"",4685.402548999999,"",2268.327408,"",64.314694,"",-865.715854,"",-1392.679911
"IMAGE 3.0","CO_Bridge","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.24474906921,12984.33415095011,13332.63087272644,12052.67405509949,10548.40238889058,6448.339422543842,2944.986263910929,-1341.844161351522,-2595.767478148142,"",-3483.229259649913,"",-3917.261322339376,"",-4051.908453305562,"",-4161.982218424479,"",-4200.599193572998
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,10949.0024,9674.1747,5499.1596,2134.9068,1287.4728,986.3729,726.7422,528.2446,"",259.649,"",-7.8887,"",-209.3284,"",-369.9827
"COFFEE 1.1","EN_INDCi2030_400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,1435.92082,367.683041,-518.547612,-571.2536160000001,"",-659.507009,"",-363.889263,"",99.63314399999996,"",344.022125,"",335.1529560000001
"COFFEE 1.1","EN_NPi2020_400f_lowBECCS","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,7677.643235,3056.2192614,406.72638,-112.835558,-103.129011,-80.641678,"",182.290765,"",269.29083,"",195.7750099999999,"",-232.983399,"",-275.337144
"POLES ENGAGE","EN_INDCi2030_1000_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11727.41015625,12581.0703125,11414.27734375,5492.91748046875,3003.973388671875,2368.64404296875,1573.70947265625,"",304.4425048828125,"",-695.1639404296875,"",-1024.956176757812,"",-485.2162780761719,"",-122.6899185180664
"REMIND-MAgPIE 2.1-4.2","CEMICS_SSP2-2C-fullCDR","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10750.5247,11486.3374,11494.7346,10403.2522,8515.7251,5170.4886,2883.2319,1226.6073,812.9997,911.9587,1027.5182,"",1222.2812,"",1427.2434,"",1642.4232,"",1751.1496
"POLES ENGAGE","EN_NPi2020_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,12940.880859375,12624.447265625,11021.716796875,8577.2265625,6212.24951171875,4481.81201171875,"",2787.772705078125,"",2154.5322265625,"",1429.336181640625,"",1267.246826171875,"",1502.207397460938
"IMAGE 3.0.1","SSP3-34","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.400390625,12583.5703125,"",15147.6298828125,"",11872.4404296875,"",7440.19482421875,"",28.5299701690674,"",-1515.31604003906,"",-2879.4150390625,"",-3036.21704101562,"",-3073.31909179688,"",-2861.99389648438
"COFFEE 1.1","CO_Bridge","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,5374.486209900001,62.92189039000002,108.327563,118.198363,110.299216,-29.48333400000002,"",-175.8326599999999,"",-205.897088,"",-27.89148000000003,"",374.797429,"",471.094386
"AIM/CGE 2.2","EN_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,12972.4743,9833.113,7590.8392,5232.6713,2810.4421,1261.2261,18.3683,-2606.5204,-5266.4114,-6201.379,-6502.8053,-6818.7141,-7115.6974,-7403.6871,-7661.2516,-7860.8374
"REMIND-MAgPIE 2.1-4.2","SusDev_SSP2-NDC","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.2791,11552.9799,11863.7603,11131.3665,9939.6123,7717.5237,5022.1643,3821.9628,3080.3794,2192.1865,1725.7963,"",1406.4039,"",1378.6746,"",1391.7041,"",1518.0398
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,8358.0298,5995.6298,4884.1833,4155.4056,3117.8568,2479.6169,"",1646.3588,"",1626.1589,"",1591.1309,"",1734.5118
"REMIND-MAgPIE 1.7-3.0","PEP_netzero","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12392.8,10953.47,9018.671,7021.927,5154.272,3507.377,2170.481,1042.417,512.3996,"",61.6621,"",26.8876,"",8.4389,"",1.5114
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,5806.054720351562,1935.013106889848,340.8580986434675,62.51810805061647,-10.01745291883645,-64.57533789294608,-93.6749245039354,-150.9589379159509,"",-133.5998365317931,"",-234.7019491562978,"",-155.237570143068,"",-211.1150207658117
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10987.8725,11567.6458,11045.8811,10114.6593,9362.6914,5416.5597,2398.711,1464.4175,1118.3923,899.6169,714.1141,"",648.3147,"",578.5776,"",522.4326,"",518.0098
"AIM/CGE 2.2","EN_NPi2020_700","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,12829.7968,8761.7135,6110.7993,3624.0288,355.0898,-2272.4889,-5010.3084,-5580.2118,-6050.1586,-6455.147,-6821.4798,-7162.0242,-7451.9963,-7695.0305,-7935.2544,-8137.4661
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1800_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,9144.08665897114,8767.013696654289,8522.11009347751,7814.472456509103,7248.890414031752,6859.606939504931,6847.533380680728,5874.09980453505,"",1113.594849765358,"",142.5289559804627,"",-557.5466094423894,"",-474.5876558419598
"IMAGE 3.2","SSP2_SPA2_19I_LI","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.732089571748,10862.7346366585,11788.34088750559,13118.35448066442,12630.73889529294,10514.17740281639,2400.036176263921,-1107.398957114757,-1990.975459597705,-3037.822743533052,-3585.59999895903,-3815.34997656857,-4027.356505760105,-3931.004206696882,-3418.610473784649,-3300.473730069432,-3241.088350908556,-2909.363866116843,-2718.887170403015,-3106.528421525444
"GCAM 5.3","R_MAC_80_n8","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.227065482,13317.6482989612,11441.2386132044,8673.39497938071,5859.78819530255,3148.67097032725,1005.72217255125,-625.293801693766,-1817.33363641162,-2727.21863300178,-3451.31308799683,-4077.3436371878,-4419.19699916051,-3995.7409707383,-4280.67259299809,-4664.27891671758,-5105.85793854219
"IMAGE 3.0.2","EMF33_Med2C_limbio","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",9194.140625,11050.400390625,12583.5703125,"",14064.3896484375,"",10757.08984375,"",6009.63720703125,"",659.811828613281,"",-130.680603027344,"",-1625.12097167969,"",-3414.05810546875,"",-5250.97900390625,"",-5663.6181640625
"GEM-E3_V2021","EN_INDCi2030_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87280746275,12747.26401056151,12048.7144766169,3016.484535432778,692.4593053554552,-1062.769134446148,-2608.421119236184,-3635.983563953576,-4609.656960934902,-5209.803607199108,-5751.265533889499,-6682.644394669458,-6972.812312257282,-7155.028917674639,-7211.777531360076,-7078.829193030459,-7212.370964199457
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1200f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,10277.6887419381,9686.371947500676,5713.276798496783,4443.980576147401,3986.806758731261,2994.151681529028,1726.380941820405,804.7858207944493,"",102.4239584555913,"",-149.9834760128774,"",-115.3451547714199,"",-135.9298950594957
"REMIND 2.1","LeastTotalCost_NDC_brkSR15_SSP2_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10762.4636,11501.5373,11487.8454,11243.8185,11072.1376,9593.112,7238.756,6123.4454,5428.0234,4583.5529,3791.6557,"",2270.2272,"",1780.6026,"",1513.9433,"",1590.1742
"GEM-E3_V2021","EN_INDCi2030_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87280746275,12747.26401056151,12048.7144766169,3982.908497724304,1709.633231303468,137.4769000055269,-1056.465760202298,-2777.144692422023,-3766.78705834731,-4147.661426642958,-4433.575532390392,-5429.901657138613,-5860.098433357178,-5873.384581742046,-5987.717674050906,-6017.612612242259,-6180.119796813703
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_netzero","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12392.8,10953.47,9018.671,5369.289000000002,2700.464,1046.654,405.7381,129.9982,-52.7223,"",-180.6361,"",-112.2314,"",-10.9306,"",0.2413
"POLES EMF33","EMF33_Med2C_nofuel","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8444.3251953125,10222.365234375,11611.9169921875,"",13164.2041015625,"",9610.9970703125,"",7280.66015625,"",2308.80859375,"",-4084.60888671875,"",-6937.3798828125,"",-7607.98095703125,"",-6731.87744140625,"",-6802.57861328125
"TIAM-ECN 1.1","EN_NPi2020_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9491.745093799664,12940.60436497998,"",12001.54287846762,"",10926.08343734046,"",6349.77402548228,"",3520.28366829124,"",1505.044443739272,"",689.1865713537802,"",18.35661037057306,"",-935.5740040798264,"",-587.1895431425536
"WITCH 5.0","EN_INDCi2030_800_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,3100.071223788733,833.6135367512688,-742.6181830345814,-1960.845260709676,-2678.202976471955,-3560.285816809831,-4361.076093470035,-4870.091399838626,-5439.504771335491,-6307.576633807917,-7255.43955149037,-8345.988202139159,-9363.556514120286,-9920.73273382542
"IMAGE 3.0.1","EMF30_ClimPolicy","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.2001953125,12583.2998046875,13935.6904296875,13220.2998046875,11496.759765625,9212.349609375,5210.9921875,528.899169921875,-1201.22497558594,-2480.2509765625,"",-4036.76611328125,"",-5130.5439453125,"",-5680.47021484375,"",-5504.5361328125,"",-5464.171875
"TIAM-ECN 1.1","EN_NPi2020_1000_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9504.018871868911,12874.08923678793,"",11550.91184248371,"",2992.725802337064,"",-346.6382319672636,"",-3728.929927528202,"",-3594.135312839185,"",-3110.339581851915,"",-1714.959231506685,"",-1908.908686589996,"",-1882.72004951982
"AIM/CGE 2.2","EN_NPi2020_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,14178.0223,12221.901,11211.2638,9825.3823,7705.7701,5527.8052,3583.032,2314.0051,499.4292,-1525.0985,-4175.839,-6283.0282,-8118.8773,-9102.4011,-9431.6593,-9737.1913
"WITCH-GLOBIOM 4.4","CD-LINKS_NDC2030i_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10355.5745503617,11488.1872339351,12106.6669927793,11098.5365335041,10810.7112413546,10019.2097466711,4135.4561224069,973.8473239745688,-355.945504763802,-1565.57543821176,"",-4128.287420879679,"",-6463.603272197479,"",-9163.80464116948,"",-11311.5696569409,"",-12784.2730625057
"REMIND 2.1","TechCost-SSP2-B1100-ccsH","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10745.8533,11458.7342,11526.6714,9551.7389,6935.2006,3678.9889,1682.8443,755.8031,372.2575,216.5877,162.1166,"",123.0193,"",229.8238,"",366.0077,"",397.39
"TIAM-ECN 1.1","EN_INDCi2030_1000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.554422761432,12939.09830577998,"",12822.1705323094,"",8351.558100560582,"",942.1680759783372,"",-2010.261204531055,"",-2613.826532298587,"",-2528.076532332997,"",-1507.732998804464,"",-1479.577590765232,"",-765.2667656574461
"MERGE-ETL 6.0","DAC2_66","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",10217.2,11986,12700.1,"",12390,"",9373.1,"",2248.2,"",-6671.2,"",-6595.2,"",-5259.4,"",-2273.8,"",-2705.1,"",-3408.9
"TIAM-ECN 1.1","EN_NPi2020_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9507.777983158749,12974.40647019076,"",11844.47292644288,"",9895.388598564869,"",4539.543643729197,"",2494.133538080458,"",889.0068427839418,"",-935.1019205975514,"",-1948.837302257488,"",-2491.979670398735,"",-1390.739934580306
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,5693.662,2232.8535,1376.6301,1080.3171,830.6235,654.9871,"",394.3183,"",36.85,"",-249.2873,"",-423.7151
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,9646.670186532348,8648.208476847603,7953.792456580421,7726.714348519602,7460.025642663221,7004.581573689632,"",2575.662291206717,"",68.5935367126855,"",-551.9475110314154,"",-520.3736614805168
"WITCH 5.0","EN_INDCi2030_1600_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,7462.045115438989,3524.077337537279,1694.115283018885,494.6740232497404,-294.1945602466073,-764.4962239348093,-1273.224329145997,-2106.163154855947,-2981.56353188749,-4056.795529523376,-5279.937300271298,-6781.994088738653,-8635.482552284484,-10809.70595253798
"COFFEE 1.1","EN_NPi2020_2500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11718.709874,11265.2228025,7781.463935000002,7601.961459,7672.970982,6484.747612000001,"",6940.030253000001,"",3433.640246,"",-348.299997,"",-1520.178393,"",-1573.857267
"MESSAGE-GLOBIOM 1.0","ADVANCE_2030_WB2C","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11093.2663255,11678.8969381,"",11198.3087614,"",11029.4047675,"",3396.4234282,"",739.6283482999999,"",88.1538584,"",-227.0778575,"",80.60055159999997,"",-26.977665,"",-0.035869
"WITCH 5.0","EN_INDCi2030_600f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,3205.34018590662,957.5163122895208,-508.9926471448707,-1705.808108380605,-2317.926584654346,-3056.338663263284,-3716.284436072606,-5112.951971596553,-6775.993371251607,-7932.512232484176,-8920.280850199193,-10246.84402144293,-11902.43785765405,-13841.20232917945
"WITCH 5.0","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14340.31998976194,14781.44929134829,12612.65140797849,6507.230516405492,2853.926341265773,1126.73031117647,26.34295906692947,-716.6562529408675,-1446.877917811326,-2287.837386001224,-3047.156572809049,-3858.981986946061,-4829.640688141792,-5848.460387009944,-7414.289170189312,-8895.249215217926,-10006.26278462978
"IMAGE 3.0.1","SSP2-26","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.400390625,12583.5703125,"",14209.4296875,"",8824.638671875,"",1299.14697265625,"",-1591.49597167969,"",-3736.05590820312,"",-4889.27099609375,"",-5460.2509765625,"",-5429.0732421875,"",-6049.376953125
"POLES ENGAGE","EN_NPi2020_3000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,12940.880859375,12624.447265625,12164.0654296875,11932.509765625,12057.8359375,12537.1259765625,"",13220.646484375,"",13079.4267578125,"",13991.9267578125,"",15161.208984375,"",16018.8271484375
"REMIND 2.1","LeastTotalCost_CBA_brkLR15_SSP2_P50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10752.1746,11481.2566,11487.6783,8018.0224,5104.5091,3111.4906,1774.7162,1370.8549,1202.7644,1014.6557,944.136,"",1003.797,"",1020.1951,"",809.2059,"",261.9199
"REMIND-MAgPIE 1.7-3.0","PEP_2C_red_goodpractice","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12535.27,11826.67,10691.22,6986.02,3553.673,850.2133,161.9324,-28.7191,-168.9919,"",-303.3893,"",-271.2451,"",-38.0591,"",0.2178
"IMAGE 3.2","SSP2_SPA2_19I_D","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.997059079717,10866.33896926483,11792.2529390247,13106.09642783738,11659.28864585058,5988.216599373017,-178.9742944303933,-2143.834829525339,-3294.177075526572,-3999.240875607708,-4651.929299459564,-5490.228176616055,-6609.225273733163,-7447.9682452297,-8306.059917569264,-8286.490917959129,-8188.550631949654,-8219.680071624318,-7953.201612559769,-7764.071624190118
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,11390.54707809603,10916.89253979355,10179.23593627895,10345.16234590315,11462.66428264403,12267.81064273753,"",11475.54538167566,"",8746.11759939706,"",1897.603400893836,"",-143.8617955994357
"WITCH 5.0","EN_NPi2020_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,9927.67370490514,5996.327640854321,3306.226796298111,1312.497801893589,415.1023266923222,-306.8342181595839,-917.299631033821,-1621.370159726155,-2485.602749700774,-3383.377256897334,-4327.801107016787,-5197.954045294903,-6059.228526033958,-6921.22997025707,-8313.524579581273,-9932.648354994417
"TIAM-ECN 1.1","EN_NPi2020_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9507.758760704275,12970.56133358472,"",11835.56482872366,"",9865.061035265191,"",4475.898374006725,"",2465.603829395269,"",798.5261559329631,"",-1007.551367859927,"",-2027.436294451327,"",-2386.274592709418,"",-1409.178985519466
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,10606.43745221954,9763.686207076173,8840.695956523028,8214.44620757233,7421.990815095274,7227.256577742198,7229.722612953303,6487.462819984272,"",1359.774248026962,"",223.9415172452554,"",-38.65325108582226,"",-59.61727795063068
